vehicle_id,vehicle_type,timestamp,latitude,longitude,speed_kmh
BJ_000,highway,0,39.887192,116.665521,97.22
BJ_000,highway,3,39.88717,116.66544,100.54
BJ_000,highway,6,39.887209,116.665525,112.07
BJ_000,highway,9,39.887143,116.665469,103.78
BJ_000,highway,12,39.887195,116.665532,98.38
BJ_000,highway,15,39.887202,116.665591,107.99
BJ_000,highway,17,39.887218,116.665571,93.29
BJ_000,highway,18,39.887299,116.665578,97.19
BJ_000,highway,21,39.887324,116.665596,111.4
BJ_000,highway,22,39.887303,116.665549,92.23
BJ_000,highway,24,39.887282,116.665601,100.62
BJ_000,highway,26,39.887308,116.665606,94.99
BJ_000,highway,27,39.887334,116.665622,110.08
BJ_000,highway,28,39.887313,116.665663,82.27
BJ_000,highway,30,39.887299,116.665735,87.65
BJ_000,highway,33,39.887284,116.665785,93.89
BJ_000,highway,35,39.887275,116.665714,84.94
BJ_000,highway,38,39.887301,116.665701,104.76
BJ_000,highway,39,39.887289,116.665722,85.38
BJ_000,highway,40,39.88723,116.665653,109.44
BJ_000,highway,43,39.887246,116.66563,100.95
BJ_000,highway,44,39.887257,116.665548,99.32
BJ_000,highway,47,39.887278,116.665565,96.7
BJ_000,highway,48,39.887253,116.665563,90.76
BJ_000,highway,49,39.887263,116.665642,94.64
BJ_000,highway,52,39.887284,116.665622,102.24
BJ_000,highway,53,39.887294,116.665593,111.95
BJ_000,highway,54,39.887334,116.665557,95.89
BJ_000,highway,56,39.887331,116.665581,87.17
BJ_000,highway,57,39.887341,116.665557,93.93
BJ_000,highway,58,39.887316,116.66556,91.18
BJ_000,highway,59,39.887305,116.665579,79.2
BJ_000,highway,60,39.887287,116.665599,98.86
BJ_000,highway,61,39.887287,116.665624,89.59
BJ_000,highway,62,39.887271,116.665648,103.16
BJ_000,highway,63,39.887286,116.665667,88.05
BJ_000,highway,64,39.887337,116.665695,104.31
BJ_000,highway,66,39.887345,116.665671,93.4
BJ_000,highway,67,39.887419,116.665718,104.48
BJ_000,highway,70,39.887393,116.665716,94.04
BJ_000,highway,71,39.887371,116.665631,105.66
BJ_000,highway,74,39.887392,116.665645,89.47
BJ_000,highway,75,39.887411,116.665668,106.67
BJ_000,highway,76,39.887426,116.665724,105.09
BJ_000,highway,78,39.887402,116.665715,93.2
BJ_000,highway,79,39.887452,116.665714,91.23
BJ_000,highway,81,39.887442,116.665768,98.95
BJ_000,highway,83,39.887466,116.66575,106.13
BJ_000,highway,84,39.887495,116.665752,103.38
BJ_000,highway,85,39.887524,116.665753,106.61
BJ_000,highway,86,39.887536,116.665777,97.6
BJ_000,highway,87,39.887514,116.665821,88.24
BJ_000,highway,89,39.887495,116.665871,96.3
BJ_000,highway,91,39.887458,116.665828,101.64
BJ_000,highway,93,39.887411,116.665893,96.47
BJ_000,highway,96,39.887382,116.665894,103.68
BJ_000,highway,97,39.887391,116.665812,99.19
BJ_000,highway,100,39.88736,116.665818,114.68
BJ_000,highway,101,39.887275,116.665777,113.35
BJ_000,highway,104,39.88726,116.665831,102.08
BJ_000,highway,106,39.88721,116.665883,86.24
BJ_000,highway,109,39.8872,116.665855,105.77
BJ_000,highway,110,39.887198,116.665826,105.75
BJ_000,highway,111,39.887192,116.665803,84.99
BJ_000,highway,112,39.887138,116.665758,84.17
BJ_000,highway,115,39.887085,116.665757,95.86
BJ_000,highway,117,39.887153,116.66578,86.14
BJ_000,highway,120,39.887136,116.665797,89.08
BJ_000,highway,121,39.88715,116.665818,90.55
BJ_000,highway,122,39.887211,116.665745,114.17
BJ_000,highway,125,39.887226,116.665761,79.42
BJ_000,highway,126,39.887222,116.665792,113.33
BJ_000,highway,127,39.887182,116.665745,111.36
BJ_000,highway,129,39.887232,116.665735,92.02
BJ_000,highway,131,39.887209,116.665744,88.66
BJ_000,highway,132,39.887232,116.665739,84.3
BJ_000,highway,133,39.887254,116.665754,97.9
BJ_000,highway,134,39.887249,116.665782,101.73
BJ_000,highway,135,39.887166,116.665828,114.32
BJ_000,highway,138,39.887197,116.665876,103.94
BJ_000,highway,140,39.887182,116.665898,94.76
BJ_000,highway,141,39.887122,116.665845,96.35
BJ_000,highway,144,39.887032,116.665822,111.04
BJ_000,highway,147,39.887099,116.665854,88.73
BJ_000,highway,150,39.887079,116.665843,83.52
BJ_000,highway,151,39.887098,116.665863,100.57
BJ_000,highway,152,39.887178,116.665844,98.49
BJ_000,highway,155,39.887174,116.665868,89.59
BJ_000,highway,156,39.887155,116.665909,81.58
BJ_000,highway,158,39.887139,116.665934,104.69
BJ_000,highway,159,39.887122,116.665915,91.29
BJ_000,highway,160,39.887065,116.665948,78.6
BJ_000,highway,163,39.887091,116.665876,92.08
BJ_000,highway,166,39.887111,116.665896,102.77
BJ_000,highway,167,39.88713,116.665873,109.36
BJ_000,highway,168,39.887129,116.665844,102.99
BJ_000,highway,169,39.887139,116.665824,83.66
BJ_000,highway,170,39.887066,116.665885,115.07
BJ_000,highway,173,39.887126,116.665868,111.9
BJ_000,highway,175,39.887087,116.665826,104.01
BJ_000,highway,177,39.887104,116.665897,87.7
BJ_000,highway,180,39.887127,116.665803,116.28
BJ_000,highway,183,39.887225,116.665783,119.84
BJ_000,highway,186,39.887203,116.665763,108.27
BJ_000,highway,187,39.887134,116.665815,103.59
BJ_000,highway,190,39.887159,116.665829,103.18
BJ_000,highway,191,39.887216,116.665777,92.41
BJ_000,highway,194,39.887247,116.665774,114.1
BJ_000,highway,195,39.887211,116.665809,91.6
BJ_000,highway,197,39.887198,116.665833,96.15
BJ_000,highway,198,39.887196,116.665806,94.65
BJ_000,highway,199,39.887193,116.665722,101.14
BJ_000,highway,202,39.887187,116.665749,99.98
BJ_000,highway,203,39.887211,116.665744,89.43
BJ_000,highway,204,39.887268,116.66576,106.64
BJ_000,highway,206,39.887356,116.665803,117.15
BJ_000,highway,209,39.887384,116.665802,101.53
BJ_000,highway,210,39.887412,116.665811,107.67
BJ_000,highway,211,39.887462,116.66585,112.98
BJ_000,highway,213,39.887489,116.665917,87.31
BJ_000,highway,216,39.887473,116.665937,90.56
BJ_000,highway,217,39.887453,116.665878,111.02
BJ_000,highway,219,39.88745,116.665905,96.7
BJ_000,highway,220,39.887489,116.665825,105.91
BJ_000,highway,223,39.887512,116.665839,97.7
BJ_000,highway,224,39.887526,116.665863,99.91
BJ_000,highway,225,39.887505,116.665884,108.58
BJ_000,highway,226,39.88753,116.665879,93.28
BJ_000,highway,227,39.887503,116.665873,100.79
BJ_000,highway,228,39.887415,116.665841,112.94
BJ_000,highway,231,39.887419,116.665927,102.84
BJ_000,highway,234,39.887443,116.665919,89.94
BJ_000,highway,235,39.887514,116.665941,88.6
BJ_000,highway,238,39.887487,116.665945,99.41
BJ_000,highway,239,39.887461,116.665935,98.89
BJ_000,highway,240,39.887479,116.665955,98.73
BJ_000,highway,241,39.887533,116.666017,97.85
BJ_000,highway,244,39.887482,116.665976,117.06
BJ_000,highway,246,39.887467,116.665998,97.27
BJ_000,highway,247,39.887443,116.666016,106.88
BJ_000,highway,248,39.887441,116.666046,110.12
BJ_000,highway,249,39.887344,116.666051,117.49
BJ_000,highway,252,39.887279,116.666036,80.04
BJ_000,highway,255,39.887263,116.666017,88.52
BJ_000,highway,256,39.887238,116.665972,91.85
BJ_000,highway,258,39.887243,116.666001,104.89
BJ_000,highway,259,39.887301,116.666037,82.65
BJ_000,highway,262,39.887284,116.666058,96.47
BJ_000,highway,263,39.887303,116.666071,79.63
BJ_000,highway,264,39.887275,116.666069,99.43
BJ_000,highway,265,39.887286,116.666039,111.78
BJ_000,highway,266,39.887314,116.666037,100.02
BJ_000,highway,267,39.887343,116.666049,113.72
BJ_000,highway,268,39.887337,116.666025,89.85
BJ_000,highway,269,39.887311,116.666019,98.11
BJ_000,highway,270,39.887322,116.666045,101.99
BJ_000,highway,271,39.887326,116.666075,109.73
BJ_000,highway,272,39.887291,116.666002,97.28
BJ_000,highway,275,39.887288,116.665971,113.0
BJ_000,highway,276,39.887268,116.66599,97.26
BJ_000,highway,277,39.887219,116.666053,96.41
BJ_000,highway,280,39.887294,116.666019,99.2
BJ_000,highway,283,39.887331,116.666077,81.73
BJ_000,highway,286,39.887338,116.666056,80.57
BJ_000,highway,287,39.887358,116.666054,72.8
BJ_000,highway,288,39.887383,116.666039,102.9
BJ_000,highway,289,39.887378,116.666012,100.44
BJ_000,highway,290,39.887372,116.66604,102.27
BJ_000,highway,291,39.887323,116.666031,89.74
BJ_000,highway,293,39.887317,116.666057,98.11
BJ_000,highway,294,39.88725,116.666012,96.92
BJ_000,highway,297,39.887224,116.666004,97.81
BJ_000,highway,298,39.887223,116.666037,118.67
BJ_000,highway,299,39.887271,116.66608,77.79
BJ_000,highway,302,39.887282,116.666104,92.89
BJ_000,highway,303,39.887276,116.666073,112.78
BJ_000,highway,304,39.887295,116.666132,110.81
BJ_000,highway,306,39.887304,116.66611,84.1
BJ_000,highway,307,39.88728,116.666095,101.09
BJ_000,highway,308,39.887251,116.666107,111.01
BJ_000,highway,309,39.887229,116.666095,92.54
BJ_000,highway,310,39.887204,116.666117,117.53
BJ_000,highway,311,39.887288,116.666083,108.19
BJ_000,highway,314,39.887305,116.666103,92.87
BJ_000,highway,315,39.887387,116.666102,99.26
BJ_000,highway,318,39.887388,116.666129,97.24
BJ_000,highway,319,39.887405,116.666112,87.21
BJ_000,highway,320,39.887382,116.666107,85.21
BJ_000,highway,321,39.88733,116.666094,96.22
BJ_000,highway,323,39.887316,116.666013,98.05
BJ_000,highway,326,39.887311,116.66599,85.75
BJ_000,highway,327,39.887323,116.666015,100.1
BJ_000,highway,328,39.887317,116.666039,90.36
BJ_000,highway,329,39.887298,116.666028,79.56
BJ_000,highway,330,39.887288,116.666001,101.84
BJ_000,highway,331,39.88734,116.666075,107.66
BJ_000,highway,334,39.88736,116.666121,90.6
BJ_000,highway,336,39.88735,116.666144,89.64
BJ_000,highway,337,39.887336,116.666168,98.34
BJ_000,highway,338,39.887289,116.666132,107.04
BJ_000,highway,340,39.887274,116.666154,97.23
BJ_000,highway,341,39.887297,116.666141,97.12
BJ_000,highway,342,39.887277,116.66613,80.39
BJ_000,highway,343,39.887323,116.666103,95.91
BJ_000,highway,345,39.88733,116.666131,103.69
BJ_000,highway,346,39.887352,116.666125,83.35
BJ_000,highway,347,39.887364,116.666151,99.95
BJ_000,highway,348,39.887342,116.666167,95.37
BJ_000,highway,349,39.887351,116.666189,86.89
BJ_000,highway,350,39.887392,116.666122,93.84
BJ_000,highway,353,39.887369,116.666119,81.28
BJ_000,highway,354,39.887312,116.66612,102.85
BJ_000,highway,356,39.887335,116.666112,86.59
BJ_000,highway,357,39.88732,116.666093,88.46
BJ_000,highway,358,39.887263,116.666074,107.0
BJ_000,highway,360,39.887251,116.666051,92.18
BJ_000,highway,361,39.887317,116.665995,104.08
BJ_000,highway,364,39.887354,116.666021,80.81
BJ_000,highway,366,39.887379,116.666036,106.92
BJ_000,highway,367,39.887385,116.666058,79.39
BJ_000,highway,368,39.887378,116.666035,85.62
BJ_000,highway,369,39.887361,116.666061,112.09
BJ_000,highway,370,39.887376,116.666035,107.56
BJ_000,highway,371,39.887301,116.66601,93.94
BJ_000,highway,374,39.887274,116.665998,108.72
BJ_000,highway,375,39.887283,116.665968,112.34
BJ_000,highway,376,39.887274,116.665941,103.77
BJ_000,highway,377,39.88729,116.66596,89.38
BJ_000,highway,378,39.887302,116.665935,99.17
BJ_000,highway,379,39.887208,116.665936,113.13
BJ_000,highway,382,39.887216,116.665964,103.51
BJ_000,highway,383,39.887214,116.665988,86.79
BJ_000,highway,384,39.887227,116.666014,107.57
BJ_000,highway,385,39.887149,116.666068,113.39
BJ_000,highway,388,39.88716,116.666092,96.26
BJ_000,highway,389,39.887162,116.666176,100.64
BJ_000,highway,392,39.887146,116.666084,112.6
BJ_000,highway,395,39.887121,116.666103,112.73
BJ_000,highway,396,39.887164,116.666172,98.12
BJ_000,highway,399,39.887122,116.666173,74.92
BJ_000,highway,401,39.887083,116.666231,83.49
BJ_000,highway,404,39.887075,116.666203,103.64
BJ_000,highway,405,39.887102,116.666197,100.03
BJ_000,highway,406,39.887073,116.666207,110.88
BJ_000,highway,407,39.887093,116.666155,100.49
BJ_000,highway,409,39.887144,116.666082,106.67
BJ_000,highway,412,39.887175,116.666093,117.04
BJ_000,highway,413,39.887169,116.66607,85.49
BJ_000,highway,414,39.887193,116.666075,89.59
BJ_000,highway,415,39.887224,116.666158,106.12
BJ_000,highway,418,39.88725,116.666167,97.39
BJ_000,highway,419,39.887262,116.666144,94.34
BJ_000,highway,420,39.887233,116.666148,106.36
BJ_000,highway,421,39.887219,116.66617,96.32
BJ_000,highway,422,39.887189,116.666123,100.74
BJ_000,highway,424,39.887257,116.666064,107.46
BJ_000,highway,427,39.887286,116.666062,106.31
BJ_000,highway,428,39.887258,116.666057,101.13
BJ_000,highway,429,39.887255,116.666083,92.84
BJ_000,highway,430,39.88723,116.666097,104.29
BJ_000,highway,431,39.887194,116.666143,104.13
BJ_000,highway,433,39.887197,116.666167,89.24
BJ_000,highway,434,39.887214,116.666185,88.72
BJ_000,highway,435,39.887221,116.666155,109.72
BJ_000,highway,436,39.88725,116.666153,103.93
BJ_000,highway,437,39.887213,116.66618,83.1
BJ_000,highway,439,39.887223,116.666266,103.89
BJ_000,highway,442,39.887251,116.666272,103.26
BJ_000,highway,443,39.88728,116.666267,105.3
BJ_000,highway,444,39.887257,116.666251,97.47
BJ_000,highway,445,39.887249,116.666227,91.77
BJ_000,highway,446,39.887254,116.666256,106.27
BJ_000,highway,447,39.887327,116.666304,104.98
BJ_000,highway,450,39.887323,116.666331,100.87
BJ_000,highway,451,39.887233,116.666302,113.28
BJ_000,highway,454,39.887233,116.666328,94.18
BJ_000,highway,455,39.887238,116.666356,101.96
BJ_000,highway,456,39.887331,116.666351,111.27
BJ_000,highway,459,39.887344,116.666324,107.44
BJ_000,highway,460,39.887362,116.666304,96.91
BJ_000,highway,461,39.887381,116.666279,113.11
BJ_000,highway,462,39.887368,116.6663,90.05
BJ_000,highway,463,39.88737,116.66621,108.45
BJ_000,highway,466,39.887437,116.66614,116.96
BJ_000,highway,469,39.887468,116.66614,111.69
BJ_000,highway,470,39.887438,116.666138,108.51
BJ_000,highway,471,39.887421,116.66612,90.81
BJ_000,highway,472,39.887393,116.666113,102.38
BJ_000,highway,473,39.887374,116.666128,89.24
BJ_000,highway,474,39.887438,116.666102,82.64
BJ_000,highway,477,39.887482,116.666122,86.67
BJ_000,highway,479,39.887506,116.666131,92.47
BJ_000,highway,480,39.887479,116.666112,117.92
BJ_000,highway,481,39.887521,116.666118,77.9
BJ_000,highway,483,39.887542,116.666134,91.55
BJ_000,highway,484,39.887548,116.666111,85.53
BJ_000,highway,485,39.887558,116.666187,92.3
BJ_000,highway,488,39.887582,116.666179,91.88
BJ_000,highway,489,39.887611,116.666143,82.82
BJ_000,highway,491,39.887603,116.666196,94.89
BJ_000,highway,493,39.887602,116.666169,95.57
BJ_000,highway,494,39.88759,116.666152,77.37
BJ_000,highway,495,39.887623,116.666203,109.76
BJ_000,highway,497,39.887628,116.666174,103.78
BJ_000,highway,498,39.887649,116.666197,112.14
BJ_000,highway,499,39.887744,116.666177,117.23
BJ_000,highway,502,39.887785,116.666218,103.76
BJ_000,highway,504,39.887739,116.666201,88.46
BJ_000,highway,506,39.88772,116.666189,80.32
BJ_000,highway,507,39.88774,116.666215,119.07
BJ_000,highway,508,39.887685,116.666176,80.73
BJ_000,highway,511,39.887702,116.666156,94.63
BJ_000,highway,512,39.887703,116.666177,77.52
BJ_000,highway,513,39.887731,116.66618,99.79
BJ_000,highway,514,39.887704,116.666231,103.7
BJ_000,highway,516,39.887725,116.666213,98.81
BJ_000,highway,517,39.887753,116.666209,103.32
BJ_000,highway,518,39.887762,116.666183,99.7
BJ_000,highway,519,39.887778,116.666199,82.85
BJ_000,highway,520,39.887799,116.66619,81.64
BJ_000,highway,521,39.887808,116.666162,106.39
BJ_000,highway,522,39.887794,116.666138,99.68
BJ_000,highway,523,39.887848,116.666153,100.51
BJ_000,highway,525,39.887902,116.666183,111.6
BJ_000,highway,527,39.887913,116.666138,84.52
BJ_000,highway,529,39.887936,116.666141,83.54
BJ_000,highway,530,39.887926,116.66612,83.48
BJ_000,highway,531,39.88795,116.666197,96.9
BJ_000,highway,534,39.887977,116.666158,85.73
BJ_000,highway,536,39.887923,116.666215,94.12
BJ_000,highway,539,39.887875,116.666185,101.48
BJ_000,highway,541,39.887842,116.666188,117.17
BJ_000,highway,542,39.887871,116.666186,103.32
